Reporter,Partner,Date of Signature,Date of entry into force
El Salvador,Uruguay,24-Aug-00,23-May-03
Egypt,Albania,22-May-93,6-Apr-94
Egypt,Algeria,29-Mar-97,3-May-00
Egypt,Argentina,11-May-92,3-Dec-93
Egypt,Armenia,9-Jan-96,1-Mar-06
Egypt,Australia,3-May-01,5-Sep-02
Egypt,Austria,12-Apr-01,29-Apr-02
Egypt,Azerbaijan,24-Oct-02,---
Egypt,Bahrain,4-Oct-97,11-Jan-99
Egypt,Belarus,20-Mar-97,18-Jan-99
Egypt,Belgium and Luxembourg,28-Feb-99,24-May-02
Egypt,Bosnia and Herzegovina,11-Mar-98,29-Oct-01
Egypt,Bulgaria,15-Mar-98,8-Jun-00
Egypt,Cameroon,24-Oct-00,---
Egypt,Canada,13-Nov-96,3-Nov-97
Egypt,Central African Republic,7-Feb-00,---
Egypt,Chad,14-Mar-98,---
Egypt,Chile,5-Aug-99,---
Egypt,China,21-Apr-94,1-Apr-96
Egypt,Comoros,13-Nov-94,27-Feb-00
Egypt,"Congo, DR",18-Dec-98,---
Egypt,Croatia,27-Oct-97,2-May-99
Egypt,Cyprus,21-Oct-98,11-May-99
Egypt,Czech Republic,29-May-93,4-Jun-94
Egypt,Denmark,24-Jun-96,29-Oct-00
Egypt,Djibouti,21-Jul-98,---
Egypt,Ethiopia,27-Jul-06,27-May-10
Egypt,Finland,3-Mar-04,5-Feb-05
Egypt,France,22-Dec-74,1-Oct-75
Egypt,Gabon,22-Dec-97,---
Egypt,Georgia,10-Aug-99,---
Egypt,Germany,16-Jun-05,22-Nov-09
Egypt,Ghana,11-Mar-98,---
Egypt,Greece,16-Jul-93,6-Apr-95
Egypt,Guinea,6-Mar-98,---
Egypt,Hungary,23-May-95,21-Aug-97
Egypt,Iceland,8-Jan-08,15-Jun-09
Egypt,India,9-Apr-97,22-Nov-00
Egypt,Indonesia,19-Jan-94,29-Nov-94
Egypt,"Iran, Islamic Republic of",25-May-77,---
Egypt,Italy,2-Mar-89,1-May-94
Egypt,Jamaica,10-Feb-99,---
Egypt,Japan,28-Jan-77,14-Jan-78
Egypt,Jordan,8-May-96,11-Apr-98
Egypt,Kazakhstan,14-Feb-93,8-Aug-96
Egypt,"Korea, DPR",19-Aug-99,12-Jan-00
Egypt,"Korea, Republic of",18-Mar-96,25-May-97
Egypt,Kuwait,17-Apr-01,26-Apr-02
Egypt,Latvia,24-Apr-97,3-Jun-98
Egypt,Lebanon,16-Mar-96,2-Jun-97
Egypt,Libyan Arab Jamahiriya,3-Dec-90,4-Jul-91
Egypt,"Macedonia, TFYR",22-Nov-99,---
Egypt,Malawi,21-Oct-97,7-Sep-99
Egypt,Malaysia,14-Apr-97,3-Feb-00
Egypt,Mali,9-Mar-98,7-Jul-00
Egypt,Malta,20-Feb-99,17-Jul-00
Egypt,Mongolia,27-Apr-04,25-Jan-05
Egypt,Morocco,14-May-97,1-Jul-98
Egypt,Mozambique,8-Dec-98,---
Egypt,Netherlands,17-Jan-96,1-Mar-98
Egypt,Niger,4-Mar-98,---
Egypt,Nigeria,20-Jun-00,---
Egypt,Oman,25-Mar-98,3-Mar-00
Egypt,Pakistan,16-Apr-00,---
Egypt,Palestinian Territory,28-Apr-98,19-Jun-99
Egypt,Poland,1-Jul-95,17-Jan-98
Egypt,Portugal,29-Apr-99,23-Dec-00
Egypt,Qatar,12-Feb-99,14-Jul-06
Egypt,Romania,24-Nov-94,3-Apr-96
Egypt,Russian Federation,23-Sep-97,12-Jun-00
Egypt,Saudi Arabia,13-Mar-90,18-Dec-90
Egypt,Senegal,5-Mar-98,---
Egypt,Serbia,24-May-05,---
Egypt,Seychelles,22-Jan-02,---
Egypt,Singapore,15-Apr-97,20-Mar-02
Egypt,Slovakia,30-Apr-97,1-Jan-00
Egypt,Slovenia,28-Oct-98,7-Feb-00
Egypt,Somalia,29-May-82,16-Apr-83
Egypt,South Africa,28-Oct-98,---
Egypt,Spain,3-Nov-92,26-Apr-94
Egypt,Sri Lanka,11-Mar-96,10-Mar-98
Egypt,Sudan,8-Jul-01,1-Apr-03
Egypt,Swaziland,18-Jul-00,---
Egypt,Sweden,15-Jul-78,29-Jan-79
Egypt,Switzerland,7-Jun-10,15-May-12
Egypt,Syrian Arab Republic,28-Apr-97,5-Oct-98
Egypt,"Tanzania, United Republic",30-Apr-97,---
Egypt,Thailand,18-Feb-00,27-Feb-02
Egypt,Tunisia,8-Dec-89,2-Jan-91
Egypt,Turkey,4-Oct-96,31-Jul-02
Egypt,Turkmenistan,23-May-95,28-Feb-96
Egypt,Uganda,4-Nov-95,---
Egypt,Ukraine,21-Dec-92,10-Oct-93
Egypt,United Arab Emirates,11-May-97,11-Jan-99
Egypt,United Kingdom,11-Jun-75,24-Feb-76
Egypt,United States,11-Mar-86,27-Jun-92
Egypt,Uzbekistan,16-Dec-92,8-Feb-94
Egypt,VietNam,6-Sep-97,4-Mar-02
Egypt,Yemen,6-Jun-96,10-Apr-98
Egypt,Zambia,28-Apr-00,---
Egypt,Zimbabwe,2-Jun-99,---
Ecuador,Argentina,18-Feb-94,1-Dec-95
Ecuador,Bolivia,25-May-95,15-Aug-97
Ecuador,Canada,29-Apr-96,6-Jun-97
Ecuador,Chile,23-Oct-93,21-Feb-96
Ecuador,China,21-Mar-94,1-Jul-97
Ecuador,Costa Rica,6-Dec-01,---
Ecuador,France,7-Sep-94,10-Jun-96
Ecuador,Germany,21-Mar-96,12-Feb-99
Ecuador,Italy,25-Oct-01,1-Nov-05
Ecuador,Netherlands,27-Jun-99,1-Jul-01
Ecuador,Peru,7-Apr-99,9-Dec-99
Ecuador,Russian Federation,25-Apr-96,---
Ecuador,Spain,26-Jun-96,18-Jun-97
Ecuador,Sweden,31-May-01,1-Mar-02
Ecuador,Switzerland,2-May-68,9-Nov-69
Ecuador,United Kingdom,10-May-94,24-Aug-95
Ecuador,United States,27-Aug-93,11-May-97
Ecuador,Venezuela,18-Nov-93,1-Feb-95
Dominica,Germany,1-Oct-84,11-May-86
Dominica,United Kingdom,23-Jan-87,23-Jan-87
Dominican Republic,Argentina,16-Mar-01,----
Dominican Republic,Chile,28-Nov-00,8-May-02
Dominican Republic,Cuba,15-Nov-99,----
Dominican Republic,Ecuador,26-Jun-98,21-Jun-99
Dominican Republic,Finland,27-Nov-01,21-Apr-07
Dominican Republic,France,14-Jan-99,23-Jan-03
Dominican Republic,Haiti,8-Oct-99,----
Dominican Republic,Italy,12-Jun-06,----
Dominican Republic,"Korea, Republic of",30-Jun-06,----
Dominican Republic,Morocco,23-May-02,----
Dominican Republic,Panama,6-Feb-03,17-Sep-06
Dominican Republic,Spain,16-Mar-95,7-Oct-96
Dominican Republic,Switzerland,27-Aug-04,30-May-06
Dominican Republic,Taiwan Province of China,5-Nov-99,27-Nov-01
Dominican Republic,United Kingdom,11-Jul-02,----
Djibouti,China,18-Aug-03,---
Djibouti,Egypt,21-Jul-98,---
Djibouti,France,13-Dec-07,---
Djibouti,India,19-May-03,---
Djibouti,"Iran, Islamic Republic",7-Dec-10,---
Djibouti,Italy,8-Feb-06,---
Djibouti,Malaysia,3-Aug-98,---
Djibouti,Switzerland,4-Feb-01,10-Jun-01
Denmark,Albania,5-Sep-95,18-Jan-96
Denmark,Algeria,25-Jan-99,15-Jul-05
Denmark,Argentina,6-Nov-92,2-Feb-95
Denmark,Bangladesh,5-Nov-09,---
Denmark,Belarus,31-Mar-04,20-Jul-05
Denmark,Bolivia,12-Mar-95,22-Mar-97
Denmark,Bosnia and Herzegovina,24-Mar-04,13-Jun-08
Denmark,Brazil,4-May-95,---
Denmark,Bulgaria,14-Apr-93,20-May-95
Denmark,Chile,28-May-93,3-Nov-95
Denmark,China,29-Apr-85,29-Apr-85
Denmark,Croatia,5-Jul-00,12-Jan-02
Denmark,Cuba,19-Feb-01,---
Denmark,Egypt,24-Jun-96,29-Oct-00
Denmark,Estonia,6-Nov-91,24-Feb-93
Denmark,Ethiopia,24-Apr-01,21-Aug-05
Denmark,Ghana,13-Jan-92,6-Jan-95
Denmark,"Hong Kong, China",2-Feb-94,4-Mar-94
Denmark,Hungary,2-May-88,18-Oct-88
Denmark,India,6-Sep-95,28-Aug-96
Denmark,Indonesia,22-Jan-07,---
Denmark,"Korea, DPR",10-Sep-96,25-Dec-97
Denmark,"Korea, Republic of",2-Jun-88,2-Jun-88
Denmark,Kuwait,1-Jun-01,29-Jan-02
Denmark,Kyrgyzstan,1-Jan-01,---
Denmark,Lao PDR,9-Sep-98,9-May-99
Denmark,Latvia,30-Mar-92,18-Nov-94
Denmark,Lithuania,30-Mar-92,8-Jan-93
Denmark,Malaysia,6-Jan-92,18-Sep-92
Denmark,Mexico,13-Apr-00,23-Sep-00
Denmark,Mongolia,13-Mar-95,2-Apr-96
Denmark,Montenegro,11-Feb-09,---
Denmark,Morocco,22-May-03,---
Denmark,Mozambique,12-Oct-02,30-Dec-02
Denmark,Nicaragua,12-Mar-95,23-Sep-05
Denmark,Pakistan,18-Jul-96,25-Sep-96
Denmark,Paraguay,22-Apr-93,---
Denmark,Peru,23-Nov-94,17-Feb-95
Denmark,Philippines,25-Sep-97,19-Apr-98
Denmark,Poland,1-May-90,13-Oct-90
Denmark,Romania,14-Jun-94,24-Aug-95
Denmark,Russian Federation,4-Nov-93,26-Aug-96
Denmark,Serbia,15-May-09,---
Denmark,Slovakia,6-Mar-91,19-Sep-92
Denmark,Slovenia,12-May-99,30-Mar-02
Denmark,South Africa,22-Feb-96,23-Apr-97
Denmark,Sri Lanka,4-Jun-85,4-Jun-85
Denmark,"Tanzania, United Republic",22-Apr-99,21-Oct-05
Denmark,Tunisia,28-Jun-96,11-Apr-97
Denmark,Turkey,7-Feb-90,1-Aug-92
Denmark,Uganda,26-Nov-01,19-Oct-05
Denmark,Ukraine,23-Oct-92,29-Apr-94
Denmark,Venezuela,28-Nov-94,19-Sep-96
Denmark,VietNam,23-Jul-93,7-Aug-94
Denmark,Zimbabwe,25-Oct-96,2-Feb-99
Czech Republic,Albania,8-Oct-10,---
Czech Republic,Argentina,27-Sep-96,23-Jul-98
Czech Republic,Australia,30-Sep-93,29-Jun-94
Czech Republic,Austria,15-Oct-90,1-Oct-91
Czech Republic,Azerbaijan,17-May-11,9-Feb-12
Czech Republic,Bahrain,15-Oct-07,11-Dec-09
Czech Republic,Belarus,14-Oct-96,9-Apr-98
Czech Republic,Belgium and Luxembourg,24-Apr-89,13-Feb-92
Czech Republic,Bosnia and Herzegovina,9-Jun-09,3-Jun-10
Czech Republic,Bulgaria,17-Mar-99,30-Sep-00
Czech Republic,Cambodia,12-May-08,23-Oct-09
Czech Republic,Canada,6-May-09,22-Jan-12
Czech Republic,Chile,24-Apr-95,5-Oct-96
Czech Republic,China,8-Dec-05,9-Jan-06
Czech Republic,Costa Rica,28-Oct-98,5-Mar-01
Czech Republic,Croatia,8-Sep-08,31-Aug-09
Czech Republic,Cyprus,15-Jun-01,25-Sep-02
Czech Republic,Egypt,29-May-93,4-Jun-94
Czech Republic,El Salvador,29-Nov-99,28-Mar-01
Czech Republic,Finland,6-Nov-90,23-Oct-91
Czech Republic,France,13-Sep-90,27-Sep-91
Czech Republic,Georgia,29-Aug-09,13-Mar-11
Czech Republic,Germany,2-Oct-90,2-Aug-92
Czech Republic,Greece,3-Jun-91,30-Dec-92
Czech Republic,Guatemala,20-Aug-09,4-May-11
Czech Republic,Hungary,14-Jan-93,25-May-95
Czech Republic,India,8-Jul-10,24-Mar-11
Czech Republic,Indonesia,17-Sep-98,21-Jun-99
Czech Republic,Israel,23-Sep-97,16-Mar-99
Czech Republic,Jordan,6-Apr-09,28-Jan-10
Czech Republic,Kazakhstan,25-Nov-10,---
Czech Republic,"Korea, DPR",17-Dec-08,10-Jan-10
Czech Republic,"Korea, Republic of",27-Apr-92,16-Mar-95
Czech Republic,Kuwait,31-Oct-10,---
Czech Republic,Latvia,25-Oct-94,1-Aug-95
Czech Republic,Lebanon,20-Mar-10,---
Czech Republic,Lithuania,27-Oct-94,12-Jul-95
Czech Republic,"Macedonia, TFYR",5-May-09,29-Oct-10
Czech Republic,Malaysia,9-Sep-96,3-Dec-98
Czech Republic,Mauritius,5-Apr-99,27-Apr-00
Czech Republic,Mexico,4-Apr-02,13-Mar-04
Czech Republic,"Moldova, Republic of",2-Sep-08,14-Sep-11
Czech Republic,Mongolia,13-Feb-98,7-May-99
Czech Republic,Montenegro,3-Jun-10,---
Czech Republic,Morocco,19-Mar-10,18-Dec-12
Czech Republic,Netherlands,29-Apr-91,1-Oct-92
Czech Republic,Nicaragua,2-Apr-02,24-Feb-04
Czech Republic,Norway,21-May-91,6-Aug-92
Czech Republic,Panama,27-Aug-99,20-Oct-00
Czech Republic,Paraguay,21-Oct-98,24-Mar-00
Czech Republic,Peru,16-Mar-94,6-Mar-95
Czech Republic,Philippines,5-Apr-95,4-Apr-96
Czech Republic,Poland,16-Jul-93,29-Jun-94
Czech Republic,Portugal,12-Nov-93,3-Aug-94
Czech Republic,Romania,22-Jan-08,30-Jul-09
Czech Republic,Russian Federation,5-Apr-94,6-Jun-96
Czech Republic,Saudi Arabia,18-Nov-09,13-Mar-11
Czech Republic,Serbia,4-Jun-10,16-Mar-11
Czech Republic,Singapore,8-Apr-95,8-Oct-95
Czech Republic,South Africa,14-Dec-98,17-Sep-99
Czech Republic,Spain,12-Dec-90,28-Nov-91
Czech Republic,Sri Lanka,28-Mar-11,---
Czech Republic,Sweden,13-Nov-90,23-Sep-91
Czech Republic,Switzerland,5-Oct-90,7-Aug-91
Czech Republic,Syrian Arab Republic,21-Nov-08,14-Jul-09
Czech Republic,Tajikistan,11-Feb-94,6-Dec-95
Czech Republic,Thailand,12-Feb-94,4-May-95
Czech Republic,Tunisia,6-Jan-97,8-Jul-98
Czech Republic,Turkey,29-Apr-09,18-Mar-12
Czech Republic,Ukraine,16-Sep-08,17-May-10
Czech Republic,United Arab Emirates,23-Nov-94,25-Dec-95
Czech Republic,United Kingdom,10-Jul-90,26-Oct-92
Czech Republic,United States,10-Dec-03,10-Aug-04
Czech Republic,Uruguay,15-May-09,9-Feb-12
Czech Republic,Uzbekistan,24-Aug-09,16-Feb-11
Czech Republic,Venezuela,27-Apr-95,23-Jul-96
Czech Republic,VietNam,21-Mar-08,21-Sep-09
Czech Republic,Yemen,20-May-08,4-Sep-09
Czech Republic,Zimbabwe,13-Sep-99,---
Cyprus,Albania,5-Aug-10,---
Cyprus,Armenia,18-Jan-95,1-Jul-96
Cyprus,Belarus,29-May-98,3-Sep-98
Cyprus,Belgium and Luxembourg,26-Feb-91,5-Jun-99
Cyprus,Bulgaria,12-Nov-87,18-May-88
Cyprus,China,17-Jan-01,29-Apr-02
Cyprus,Czech Republic,15-Jun-01,25-Sep-02
Cyprus,Egypt,21-Oct-98,11-May-99
Cyprus,Greece,30-Mar-92,26-Feb-93
Cyprus,Hungary,24-May-89,25-May-90
Cyprus,India,9-Apr-02,12-Jan-04
Cyprus,"Iran, Islamic Republic of",2-Mar-09,---
Cyprus,Israel,13-Oct-98,---
Cyprus,Italy,27-Apr-04,---
Cyprus,Jordan,20-Dec-09,19-Jul-10
Cyprus,Lebanon,9-Apr-01,19-Mar-03
Cyprus,Malta,9-Sep-02,30-Nov-03
Cyprus,"Moldova, Republic of",13-Sep-07,27-Mar-08
Cyprus,Montenegro,21-Jun-05,---
Cyprus,Poland,4-Jun-92,6-Jul-93
Cyprus,Qatar,11-Nov-08,---
Cyprus,Romania,26-Jul-91,10-Jul-93
Cyprus,Russian Federation,11-Apr-97,---
Cyprus,San Marino,13-Sep-06,27-Jun-07
Cyprus,Serbia,21-Jul-05,9-Dec-05
Cyprus,Seychelles,28-May-98,19-Mar-99
Cyprus,Syrian Arab Republic,10-Jun-07,30-Dec-07
Cuba,Algeria,22-Sep-99,---
Cuba,Argentina,30-Nov-95,1-Jun-97
Cuba,Austria,19-May-00,25-Nov-01
Cuba,Barbados,19-Feb-96,13-Aug-98
Cuba,Belarus,8-Jun-00,16-Aug-01
Cuba,Belgium and Luxembourg,19-May-98,---
Cuba,Belize,8-Apr-98,16-Apr-99
Cuba,Bolivia,6-May-95,23-Aug-98
Cuba,Brazil,26-Jun-97,---
Cuba,Bulgaria,16-Dec-98,24-May-00
Cuba,Cambodia,26-Sep-01,---
Cuba,Cape Verde,22-May-97,8-Jan-03
Cuba,Chile,10-Jan-96,30-Sep-00
Cuba,China,20-Apr-07,1-Dec-08
Cuba,Croatia,16-Feb-01,---
Cuba,Denmark,19-Feb-01,---
Cuba,Dominican Republic,15-Nov-99,---
Cuba,Finland,17-Dec-01,---
Cuba,France,25-Apr-97,6-Nov-99
Cuba,Germany,30-Apr-96,22-Nov-98
Cuba,Ghana,2-Nov-99,---
Cuba,Greece,18-Jun-96,18-Oct-97
Cuba,Guatemala,20-Aug-99,10-Aug-02
Cuba,Guyana,22-Oct-99,---
Cuba,Honduras,9-Aug-01,---
Cuba,Hungary,22-Oct-99,24-Nov-03
Cuba,Indonesia,19-Sep-97,29-Sep-99
Cuba,Italy,7-May-93,23-Aug-95
Cuba,Jamaica,31-May-97,---
Cuba,Lao PDR,28-Apr-97,10-Jun-98
Cuba,Lebanon,14-Dec-95,7-Jan-99
Cuba,Malaysia,26-Sep-97,27-Oct-99
Cuba,Mexico,30-May-01,29-Mar-02
Cuba,Mongolia,26-Mar-99,18-Oct-00
Cuba,Mozambique,20-Oct-01,26-Feb-02
Cuba,Namibia,27-Jun-97,---
Cuba,Netherlands,2-Nov-99,1-Nov-01
Cuba,Panama,27-Jan-99,11-May-99
Cuba,Paraguay,21-Nov-00,6-Dec-02
Cuba,Peru,10-Oct-00,25-Nov-01
Cuba,Portugal,8-Jul-98,18-Jun-99
Cuba,Qatar,6-Nov-01,---
Cuba,Romania,27-Jan-96,22-May-97
Cuba,Russian Federation,7-Jul-93,8-Jul-96
Cuba,San Marino,1-Jan-02,---
Cuba,Slovakia,22-Mar-97,5-Dec-97
Cuba,South Africa,8-Dec-95,7-Apr-97
Cuba,Spain,27-May-94,9-Jun-95
Cuba,Suriname,7-Jan-99,---
Cuba,Switzerland,28-Jun-96,7-Nov-97
Cuba,Trinidad and Tobago,26-May-99,7-Jan-00
Cuba,Turkey,22-Dec-97,23-Oct-99
Cuba,Uganda,1-Jan-02,---
Cuba,Ukraine,20-May-95,4-Dec-96
Cuba,United Kingdom,30-Jan-95,11-May-95
Cuba,Venezuela,11-Dec-96,15-Apr-04
Cuba,VietNam,12-Oct-95,1-Oct-96
Cuba,Zambia,22-Jan-00,---
Croatia,Albania,10-Feb-09,8-Apr-10
Croatia,Argentina,2-Dec-94,1-Jun-96
Croatia,Austria,19-Feb-97,1-Nov-99
Croatia,Azerbaijan,2-Nov-07,30-May-08
Croatia,Belarus,26-Jun-01,14-Jul-05
Croatia,Belgium and Luxembourg,31-Oct-01,29-Dec-03
Croatia,Bosnia and Herzegovina,23-Jul-02,3-Jan-05
Croatia,Bulgaria,25-Jun-96,20-Feb-98
Croatia,Cambodia,18-May-01,15-Jun-02
Croatia,Canada,3-Feb-97,30-Jan-01
Croatia,Chile,28-Nov-94,15-Jun-96
Croatia,China,7-Jun-93,1-Jul-94
Croatia,Cuba,16-Feb-01,---
Croatia,Czech Republic,8-Sep-08,31-Aug-09
Croatia,Denmark,5-Jul-00,12-Jan-02
Croatia,Egypt,27-Oct-97,2-May-99
Croatia,Finland,1-Jun-99,1-Nov-02
Croatia,France,3-Jun-96,5-Mar-98
Croatia,Germany,21-Mar-97,28-Sep-00
Croatia,Greece,18-Oct-96,21-Oct-98
Croatia,Hungary,15-May-96,1-Mar-02
Croatia,India,4-May-01,19-Jan-02
Croatia,Indonesia,20-Sep-02,---
Croatia,"Iran, Islamic Republic of",17-May-00,2-Aug-03
Croatia,Israel,30-Mar-11,---
Croatia,Italy,5-Nov-96,12-Jun-98
Croatia,Jordan,10-Oct-99,27-Apr-00
Croatia,"Korea, Republic of",19-Jul-05,31-May-06
Croatia,Kuwait,8-Mar-97,2-Jul-98
Croatia,Latvia,17-Aug-02,25-May-05
Croatia,Libyan Arab Jamahiriya,20-Dec-02,---
Croatia,Lithuania,15-Apr-08,30-Jan-09
Croatia,"Macedonia, TFYR",15-May-96,1-Mar-02
Croatia,Malaysia,16-Dec-94,19-Jul-96
Croatia,Malta,11-Jul-01,10-May-02
Croatia,"Moldova, Republic of",5-Dec-01,20-Mar-07
Croatia,Mongolia,8-Aug-06,---
Croatia,Morocco,29-Sep-04,---
Croatia,Netherlands,28-Apr-98,1-Jun-99
Croatia,Oman,4-May-04,---
Croatia,Poland,21-Feb-95,4-Oct-95
Croatia,Portugal,9-May-95,27-Nov-97
Croatia,Qatar,12-Nov-01,---
Croatia,Romania,30-Apr-10,20-Jul-11
Croatia,Russian Federation,20-May-96,---
Croatia,San Marino,7-May-04,27-Jul-05
Croatia,Serbia,18-Aug-98,31-Jan-02
Croatia,Slovakia,1-Jul-08,18-Nov-09
Croatia,Slovenia,12-Dec-97,8-Jul-02
Croatia,Spain,21-Jul-97,17-Sep-98
Croatia,Sweden,23-Nov-00,1-Aug-02
Croatia,Switzerland,30-Oct-96,17-Jun-97
Croatia,Thailand,18-Feb-00,10-Aug-05
Croatia,Turkey,18-Feb-09,---
Croatia,Ukraine,15-Dec-97,5-Jun-01
Croatia,United Kingdom,11-Mar-97,16-Apr-98
Croatia,United States,13-Jul-96,20-Jun-01
Croatia,Zimbabwe,18-Feb-00,---
Cote D'ivoire,ire Belgium and Luxembourg,1-Apr-99,---
Cote D'ivoire,China,23-Sep-02,---
Cote D'ivoire,Germany,27-Oct-66,10-Jun-68
Cote D'ivoire,Ghana,4-Nov-97,---
Cote D'ivoire,Italy,23-Jul-69,---
Cote D'ivoire,Netherlands,26-Apr-65,8-Sep-66
Cote D'ivoire,Sweden,27-Aug-65,3-Nov-66
Cote D'ivoire,Switzerland,26-Jun-62,18-Nov-62
Cote D'ivoire,Tunisia,16-May-95,---
Cote D'ivoire,United Kingdom,8-Jun-95,9-Oct-97
Costa Rica,Argentina,21-May-97,1-May-01
Costa Rica,Belgium and Luxembourg,26-Apr-02,---
Costa Rica,Bolivia,7-Oct-02,---
Costa Rica,Canada,18-Mar-98,29-Sep-99
Costa Rica,Chile,11-Jul-96,23-Jun-00
Costa Rica,China,24-Oct-07,---
Costa Rica,Czech Republic,21-Oct-98,5-Mar-01
Costa Rica,Ecuador,6-Dec-01,---
Costa Rica,El Salvador,21-Nov-01,---
Costa Rica,Finland,28-Nov-01,---
Costa Rica,France,8-Mar-84,18-Jun-99
Costa Rica,Germany,13-Sep-94,24-Apr-98
Costa Rica,"Korea, Republic of",11-Aug-00,26-Aug-02
Costa Rica,Netherlands,21-May-99,1-Jul-01
Costa Rica,Paraguay,29-Jan-98,25-May-01
Costa Rica,Qatar,25-Dec-10,---
Costa Rica,Spain,8-Jul-97,9-Jun-99
Costa Rica,Switzerland,1-Aug-00,19-Nov-02
Costa Rica,Taiwan Province of China,25-Mar-99,8-Oct-04
Costa Rica,United Kingdom,7-Sep-82,---
Costa Rica,Venezuela,17-Mar-97,2-May-01
Congo,China,20-Mar-00,---
Congo,Germany,22-Nov-10,---
Congo,Italy,17-Mar-94,10-Jan-03
Congo,"Korea, Republic of",8-Nov-06,13-Aug-11
Congo,Mauritius,20-Dec-10,---
Congo,Portugal,4-Jun-10,---
Congo,South Africa,1-Dec-05,---
Congo,Spain,18-Dec-08,---
Congo,Switzerland,18-Oct-62,11-Jul-64
Congo,Tunisia,4-Oct-05,---
Congo,United Kingdom,25-May-89,9-Nov-90
Congo,United States,12-Feb-90,13-Aug-94
"Congo, DR",Belgium and Luxembourg,17-Feb-05,---
"Congo, DR",China,11-Aug-11,---
"Congo, DR",Egypt,18-Dec-98,---
"Congo, DR",France,5-Oct-72,1-Mar-75
"Congo, DR",Germany,18-Mar-69,22-Jul-71
"Congo, DR",Greece,26-Apr-91,---
"Congo, DR",India,13-Apr-10,---
"Congo, DR",Israel,14-May-85,---
"Congo, DR",Italy,13-Sep-06,---
"Congo, DR",Jordan,23-Jun-04,---
"Congo, DR","Korea, Republic of",17-Mar-05,---
"Congo, DR",Portugal,3-Mar-11,---
"Congo, DR",South Africa,31-Aug-04,---
"Congo, DR",Switzerland,10-Mar-72,10-May-73
"Congo, DR",United States,3-Aug-84,28-Jul-89
Comoros,Belgium and Luxembourg,18-May-01,---
Comoros,Burkina Faso,18-May-01,---
Comoros,Burundi,18-May-01,---
Comoros,Egypt,13-Nov-94,27-Feb-00
Comoros,Mali,18-May-01,---
Comoros,Mauritius,18-May-01,---
Colombia,China,22-Nov-08,2-Jul-12
Colombia,India,10-Nov-09,2-Jul-12
Colombia,Japan,12-Sep-11,---
Colombia,Peru,11-Dec-07,30-Dec-10
Colombia,Spain,31-Mar-05,22-Nov-07
Colombia,Switzerland,17-May-06,6-Oct-09
Colombia,United Kingdom,17-Mar-10,---
China,Albania,13-Feb-93,1-Sep-95
China,Algeria,17-Oct-96,---
China,Argentina,5-Nov-92,1-Aug-94
China,Armenia,4-Jul-92,18-Mar-95
China,Australia,11-Jul-88,11-Jul-88
China,Austria,12-Sep-85,11-Oct-86
China,Azerbaijan,8-Mar-94,1-Apr-95
China,Bahamas,4-Sep-09,---
China,Bahrain,17-Jun-99,27-Apr-00
China,Bangladesh,12-Sep-96,25-Mar-97
China,Barbados,20-Jul-98,1-Oct-99
China,Belarus,11-Jan-93,14-Jan-95
China,Belgium and Luxembourg,6-Jun-05,1-Dec-09
China,Benin,18-Feb-04,---
China,Bolivia,8-May-92,1-Sep-96
China,Bosnia and Herzegovina,26-Jun-02,1-Jan-05
China,Botswana,12-Jun-00,---
China,Brunei Darussalam,17-Nov-00,---
China,Bulgaria,26-Jun-07,10-Nov-07
China,Cambodia,19-Jul-96,1-Feb-00
China,Canada,9-Sep-12,---
China,Cape Verde,21-Apr-98,1-Jan-01
China,Chad,26-Apr-10,---
China,Chile,23-Mar-94,1-Aug-95
China,Colombia,22-Nov-08,2-Jul-12
China,Congo,20-Mar-00,---
China,"Congo, DR",11-Aug-11,---
China,Costa Rica,24-Oct-07,---
China,Côte d' Ivoire,23-Sep-02,---
China,Croatia,7-Jun-93,1-Jul-94
China,Cuba,20-Apr-07,1-Dec-08
China,Cyprus,17-Jan-01,29-Apr-02
China,Czech Republic,8-Dec-05,1-Sep-06
China,Denmark,29-Apr-85,29-Apr-85
China,Djibouti,18-Aug-03,---
China,Ecuador,21-Mar-94,1-Jul-97
China,Egypt,21-Apr-94,1-Apr-96
China,Equatorial Guinea,20-Oct-05,---
China,Estonia,2-Sep-93,1-Jun-94
China,Ethiopia,11-May-98,1-May-00
China,Finland,15-Nov-04,15-Nov-06
China,France,26-Nov-07,20-Aug-10
China,Gabon,9-May-97,16-Feb-09
China,Georgia,3-Jun-93,1-Mar-95
China,Germany,1-Dec-03,11-Nov-05
China,Ghana,12-Oct-89,22-Nov-91
China,Greece,25-Jun-92,21-Dec-93
China,Guinea,18-Nov-05,---
China,Guyana,27-Mar-03,26-Oct-04
China,Hungary,29-May-91,1-Apr-93
China,Iceland,31-Mar-94,1-Mar-97
China,India,21-Nov-06,1-Aug-07
China,Indonesia,18-Nov-94,1-Apr-95
China,"Iran, Islamic Republic of",22-Jul-00,1-Jul-05
China,Israel,10-Apr-95,13-Jan-09
China,Italy,28-Jan-85,28-Aug-87
China,Jamaica,26-Oct-94,1-Apr-96
China,Japan,27-Aug-88,14-May-89
China,Jordan,15-Nov-01,---
China,Kazakhstan,10-Aug-92,13-Aug-94
China,Kenya,16-Jul-01,---
China,"Korea, DR",22-Mar-05,1-Oct-05
China,"Korea, Republic of",7-Sep-07,1-Dec-07
China,Kuwait,23-Nov-85,24-Dec-86
